Company,Ticker,,,,,,,,,,,,,,,,,,,
Nvidia Corporation,NVDA,,End,1/8/21,,,,,,,,,,,,,,,,
Pinduoduo Inc,PDD,,Start,1/8/19,,,,,,,,,,,,,,,,
Netflix Inc,NFLX,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,NVDA,,PDD,,NFLX,,,,,,,,,,,,,,,
,Closing Price,Volume,Closing Price,Volume,Closing Price,Volume,,,,,,,,,,,,,,
1/8/2019 16:00:00,139.83,19650429,24,3355000,320.27,15359180,,,Closing Prices,,,,,,Closing Prices,,,,,
1/9/2019 16:00:00,142.58,15431475,25.54,7322212,319.96,13343152,,,NVDA,,PDD,,NFLX,,NVDA,,PDD,,NFLX,
1/10/2019 16:00:00,145.23,13078906,26.38,4956502,324.66,13472475,,,Date,Close,Date,Close,Date,Close,Date,Volume,Date,Volume,Date,Volume
3/16/2020 16:00:00,196.4,18174303,32.19,8836350,298.84,10559940,,,3/11/2020 16:00:00,246.47,3/11/2020 16:00:00,35.06,3/11/2020 16:00:00,349.92,3/11/2020 16:00:00,12551693,3/11/2020 16:00:00,19562642,3/11/2020 16:00:00,6058782
3/17/2020 16:00:00,217.27,20840799,33.39,6050946,319.75,10013913,,,3/12/2020 16:00:00,216.31,3/12/2020 16:00:00,32.81,3/12/2020 16:00:00,315.25,3/12/2020 16:00:00,20413535,3/12/2020 16:00:00,13354486,3/12/2020 16:00:00,12071591
3/18/2020 16:00:00,202.82,21856657,31.77,6655381,315.47,12593647,,,3/13/2020 16:00:00,240.84,3/13/2020 16:00:00,33.76,3/13/2020 16:00:00,336.3,3/13/2020 16:00:00,15870943,3/13/2020 16:00:00,9429575,3/13/2020 16:00:00,9458197
3/19/2020 16:00:00,212.97,19137847,33.8,7070303,332.03,10615957,,,3/16/2020 16:00:00,196.4,3/16/2020 16:00:00,32.19,3/16/2020 16:00:00,298.84,3/16/2020 16:00:00,18174303,3/16/2020 16:00:00,8836350,3/16/2020 16:00:00,10559940
3/20/2020 16:00:00,205.75,20115854,33.57,6836495,332.83,10853846,,,3/17/2020 16:00:00,217.27,3/17/2020 16:00:00,33.39,3/17/2020 16:00:00,319.75,3/17/2020 16:00:00,20840799,3/17/2020 16:00:00,6050946,3/17/2020 16:00:00,10013913
3/23/2020 16:00:00,212.69,16096866,34.1,5547155,360.27,13449378,,,3/18/2020 16:00:00,202.82,3/18/2020 16:00:00,31.77,3/18/2020 16:00:00,315.47,3/18/2020 16:00:00,21856657,3/18/2020 16:00:00,6655381,3/18/2020 16:00:00,12593647
3/24/2020 16:00:00,249.18,27541095,36.05,6223022,357.32,11638683,,,3/19/2020 16:00:00,212.97,3/19/2020 16:00:00,33.8,3/19/2020 16:00:00,332.03,3/19/2020 16:00:00,19137847,3/19/2020 16:00:00,7070303,3/19/2020 16:00:00,10615957
3/25/2020 16:00:00,245.62,19835767,37.26,8268215,342.39,8767171,,,3/20/2020 16:00:00,205.75,3/20/2020 16:00:00,33.57,3/20/2020 16:00:00,332.83,3/20/2020 16:00:00,20115854,3/20/2020 16:00:00,6836495,3/20/2020 16:00:00,10853846
3/26/2020 16:00:00,245.62,176637,37.01,6215024,342.39,80137,,,3/23/2020 16:00:00,212.69,3/23/2020 16:00:00,34.1,3/23/2020 16:00:00,360.27,3/23/2020 16:00:00,16096866,3/23/2020 16:00:00,5547155,3/23/2020 16:00:00,13449378
3/27/2020 16:00:00,252.73,15970744,35.32,11250393,357.12,7948775,,,3/24/2020 16:00:00,249.18,3/24/2020 16:00:00,36.05,3/24/2020 16:00:00,357.32,3/24/2020 16:00:00,27541095,3/24/2020 16:00:00,6223022,3/24/2020 16:00:00,11638683
3/30/2020 16:00:00,265.59,15056253,35.63,7140109,370.96,8621964,,,3/25/2020 16:00:00,245.62,3/25/2020 16:00:00,37.26,3/25/2020 16:00:00,342.39,3/25/2020 16:00:00,19835767,3/25/2020 16:00:00,8268215,3/25/2020 16:00:00,8767171
3/31/2020 16:00:00,263.6,23749014,36.03,9931734,375.5,9366464,,,3/26/2020 16:00:00,245.62,3/26/2020 16:00:00,37.01,3/26/2020 16:00:00,342.39,3/26/2020 16:00:00,176637,3/26/2020 16:00:00,6215024,3/26/2020 16:00:00,80137
4/1/2020 16:00:00,243.07,16422828,35.9,9897258,364.08,6672454,,,3/27/2020 16:00:00,252.73,3/27/2020 16:00:00,35.32,3/27/2020 16:00:00,357.12,3/27/2020 16:00:00,15970744,3/27/2020 16:00:00,11250393,3/27/2020 16:00:00,7948775
4/2/2020 16:00:00,255.47,16894113,36.28,7576249,370.08,4592477,,,3/30/2020 16:00:00,265.59,3/30/2020 16:00:00,35.63,3/30/2020 16:00:00,370.96,3/30/2020 16:00:00,15056253,3/30/2020 16:00:00,7140109,3/30/2020 16:00:00,8621964
4/3/2020 16:00:00,243.91,16580346,36.9,7498021,361.76,4860768,,,3/31/2020 16:00:00,263.6,3/31/2020 16:00:00,36.03,3/31/2020 16:00:00,375.5,3/31/2020 16:00:00,23749014,3/31/2020 16:00:00,9931734,3/31/2020 16:00:00,9366464
4/6/2020 16:00:00,268.4,18197062,38.49,7970778,379.96,8183921,,,4/1/2020 16:00:00,243.07,4/1/2020 16:00:00,35.9,4/1/2020 16:00:00,364.08,4/1/2020 16:00:00,16422828,4/1/2020 16:00:00,9897258,4/1/2020 16:00:00,6672454
4/7/2020 16:00:00,259.03,19613047,40.63,11648411,372.28,7046438,,,4/2/2020 16:00:00,255.47,4/2/2020 16:00:00,36.28,4/2/2020 16:00:00,370.08,4/2/2020 16:00:00,16894113,4/2/2020 16:00:00,7576249,4/2/2020 16:00:00,4592477
4/8/2020 16:00:00,266.95,13561113,39.71,6820556,371.12,6908879,,,4/3/2020 16:00:00,243.91,4/3/2020 16:00:00,36.9,4/3/2020 16:00:00,361.76,4/3/2020 16:00:00,16580346,4/3/2020 16:00:00,7498021,4/3/2020 16:00:00,4860768
4/9/2020 16:00:00,262.95,13156195,41.04,7673054,370.72,7711296,,,4/6/2020 16:00:00,268.4,4/6/2020 16:00:00,38.49,4/6/2020 16:00:00,379.96,4/6/2020 16:00:00,18197062,4/6/2020 16:00:00,7970778,4/6/2020 16:00:00,8183921
4/13/2020 16:00:00,269.85,9960182,41.42,4847495,396.72,11692922,,,4/7/2020 16:00:00,259.03,4/7/2020 16:00:00,40.63,4/7/2020 16:00:00,372.28,4/7/2020 16:00:00,19613047,4/7/2020 16:00:00,11648411,4/7/2020 16:00:00,7046438
4/14/2020 16:00:00,283.95,13273667,43.03,6797037,413.55,11580983,,,4/8/2020 16:00:00,266.95,4/8/2020 16:00:00,39.71,4/8/2020 16:00:00,371.12,4/8/2020 16:00:00,13561113,4/8/2020 16:00:00,6820556,4/8/2020 16:00:00,6908879
4/15/2020 16:00:00,280.84,9153721,43.89,5098384,426.75,13561222,,,4/9/2020 16:00:00,262.95,4/9/2020 16:00:00,41.04,4/9/2020 16:00:00,370.72,4/9/2020 16:00:00,13156195,4/9/2020 16:00:00,7673054,4/9/2020 16:00:00,7711296
4/16/2020 16:00:00,294.7,18640510,45.12,8685382,439.17,16128666,,,4/13/2020 16:00:00,269.85,4/13/2020 16:00:00,41.42,4/13/2020 16:00:00,396.72,4/13/2020 16:00:00,9960182,4/13/2020 16:00:00,4847495,4/13/2020 16:00:00,11692922
4/17/2020 16:00:00,292.32,13478049,44.46,9363255,422.96,12616258,,,4/14/2020 16:00:00,283.95,4/14/2020 16:00:00,43.03,4/14/2020 16:00:00,413.55,4/14/2020 16:00:00,13273667,4/14/2020 16:00:00,6797037,4/14/2020 16:00:00,11580983
4/20/2020 16:00:00,287.05,11234705,50.11,18304594,437.49,12655818,,,4/15/2020 16:00:00,280.84,4/15/2020 16:00:00,43.89,4/15/2020 16:00:00,426.75,4/15/2020 16:00:00,9153721,4/15/2020 16:00:00,5098384,4/15/2020 16:00:00,13561222
4/21/2020 16:00:00,269.51,18378996,50.94,11537757,433.83,23177550,,,4/16/2020 16:00:00,294.7,4/16/2020 16:00:00,45.12,4/16/2020 16:00:00,439.17,4/16/2020 16:00:00,18640510,4/16/2020 16:00:00,8685382,4/16/2020 16:00:00,16128666
4/22/2020 16:00:00,286.15,12118228,52.15,8837041,421.42,21123773,,,4/17/2020 16:00:00,292.32,4/17/2020 16:00:00,44.46,4/17/2020 16:00:00,422.96,4/17/2020 16:00:00,13478049,4/17/2020 16:00:00,9363255,4/17/2020 16:00:00,12616258
4/23/2020 16:00:00,284.01,10603988,49.17,8326360,426.7,13952330,,,4/20/2020 16:00:00,287.05,4/20/2020 16:00:00,50.11,4/20/2020 16:00:00,437.49,4/20/2020 16:00:00,11234705,4/20/2020 16:00:00,18304594,4/20/2020 16:00:00,12655818
4/24/2020 16:00:00,289.59,8816137,49.57,4514840,424.99,8670362,,,4/21/2020 16:00:00,269.51,4/21/2020 16:00:00,50.94,4/21/2020 16:00:00,433.83,4/21/2020 16:00:00,18378996,4/21/2020 16:00:00,11537757,4/21/2020 16:00:00,23177550
4/27/2020 16:00:00,297.08,11984699,51.19,4717569,421.38,6277480,,,4/22/2020 16:00:00,286.15,4/22/2020 16:00:00,52.15,4/22/2020 16:00:00,421.42,4/22/2020 16:00:00,12118228,4/22/2020 16:00:00,8837041,4/22/2020 16:00:00,21123773
4/28/2020 16:00:00,291.36,11072603,48.06,6675599,403.83,10101233,,,4/23/2020 16:00:00,284.01,4/23/2020 16:00:00,49.17,4/23/2020 16:00:00,426.7,4/23/2020 16:00:00,10603988,4/23/2020 16:00:00,8326360,4/23/2020 16:00:00,13952330
4/29/2020 16:00:00,298.46,9479047,48.86,4901035,411.89,9693137,,,4/24/2020 16:00:00,289.59,4/24/2020 16:00:00,49.57,4/24/2020 16:00:00,424.99,4/24/2020 16:00:00,8816137,4/24/2020 16:00:00,4514840,4/24/2020 16:00:00,8670362
4/30/2020 16:00:00,292.28,9397943,47.44,4776970,419.85,7953975,,,4/27/2020 16:00:00,297.08,4/27/2020 16:00:00,51.19,4/27/2020 16:00:00,421.38,4/27/2020 16:00:00,11984699,4/27/2020 16:00:00,4717569,4/27/2020 16:00:00,6277480
5/1/2020 16:00:00,282.78,8552445,45.43,5553301,415.27,8299858,,,4/28/2020 16:00:00,291.36,4/28/2020 16:00:00,48.06,4/28/2020 16:00:00,403.83,4/28/2020 16:00:00,11072603,4/28/2020 16:00:00,6675599,4/28/2020 16:00:00,10101233
5/4/2020 16:00:00,291.29,7938880,46.37,4830902,428.15,7799058,,,4/29/2020 16:00:00,298.46,4/29/2020 16:00:00,48.86,4/29/2020 16:00:00,411.89,4/29/2020 16:00:00,9479047,4/29/2020 16:00:00,4901035,4/29/2020 16:00:00,9693137
5/5/2020 16:00:00,293.74,9222391,48.72,9004922,424.68,6286293,,,4/30/2020 16:00:00,292.28,4/30/2020 16:00:00,47.44,4/30/2020 16:00:00,419.85,4/30/2020 16:00:00,9397943,4/30/2020 16:00:00,4776970,4/30/2020 16:00:00,7953975
5/6/2020 16:00:00,297.79,8086639,49.2,4172249,434.26,6660737,,,5/1/2020 16:00:00,282.78,5/1/2020 16:00:00,45.43,5/1/2020 16:00:00,415.27,5/1/2020 16:00:00,8552445,5/1/2020 16:00:00,5553301,5/1/2020 16:00:00,8299858
5/7/2020 16:00:00,304.87,9343263,50.05,4682762,436.53,5650281,,,5/4/2020 16:00:00,291.29,5/4/2020 16:00:00,46.37,5/4/2020 16:00:00,428.15,5/4/2020 16:00:00,7938880,5/4/2020 16:00:00,4830902,5/4/2020 16:00:00,7799058
5/8/2020 16:00:00,312.5,8497678,54.6,7446419,435.55,5054308,,,5/5/2020 16:00:00,293.74,5/5/2020 16:00:00,48.72,5/5/2020 16:00:00,424.68,5/5/2020 16:00:00,9222391,5/5/2020 16:00:00,9004922,5/5/2020 16:00:00,6286293
5/11/2020 16:00:00,322.62,11726504,54.94,4830142,440.52,5486037,,,5/6/2020 16:00:00,297.79,5/6/2020 16:00:00,49.2,5/6/2020 16:00:00,434.26,5/6/2020 16:00:00,8086639,5/6/2020 16:00:00,4172249,5/6/2020 16:00:00,6660737
5/12/2020 16:00:00,312.1,12326482,57.83,11057332,431.82,4598211,,,5/7/2020 16:00:00,304.87,5/7/2020 16:00:00,50.05,5/7/2020 16:00:00,436.53,5/7/2020 16:00:00,9343263,5/7/2020 16:00:00,4682762,5/7/2020 16:00:00,5650281
5/13/2020 16:00:00,311.2,15646252,59.83,10451572,438.27,7014563,,,5/8/2020 16:00:00,312.5,5/8/2020 16:00:00,54.6,5/8/2020 16:00:00,435.55,5/8/2020 16:00:00,8497678,5/8/2020 16:00:00,7446419,5/8/2020 16:00:00,5054308
5/14/2020 16:00:00,321.22,15057809,60.84,6802171,441.95,9007467,,,5/11/2020 16:00:00,322.62,5/11/2020 16:00:00,54.94,5/11/2020 16:00:00,440.52,5/11/2020 16:00:00,11726504,5/11/2020 16:00:00,4830142,5/11/2020 16:00:00,5486037
5/15/2020 16:00:00,339.63,24691543,61.3,7098483,454.19,7243998,,,5/12/2020 16:00:00,312.1,5/12/2020 16:00:00,57.83,5/12/2020 16:00:00,431.82,5/12/2020 16:00:00,12326482,5/12/2020 16:00:00,11057332,5/12/2020 16:00:00,4598211
5/18/2020 16:00:00,350.01,19410086,66.46,7802370,452.58,7780309,,,5/13/2020 16:00:00,311.2,5/13/2020 16:00:00,59.83,5/13/2020 16:00:00,438.27,5/13/2020 16:00:00,15646252,5/13/2020 16:00:00,10451572,5/13/2020 16:00:00,7014563
5/19/2020 16:00:00,352.22,17933049,63.09,9726052,451.04,4810487,,,5/14/2020 16:00:00,321.22,5/14/2020 16:00:00,60.84,5/14/2020 16:00:00,441.95,5/14/2020 16:00:00,15057809,5/14/2020 16:00:00,6802171,5/14/2020 16:00:00,9007467
5/20/2020 16:00:00,352.22,192698,60.9,12679880,451.04,23076,,,5/15/2020 16:00:00,339.63,5/15/2020 16:00:00,61.3,5/15/2020 16:00:00,454.19,5/15/2020 16:00:00,24691543,5/15/2020 16:00:00,7098483,5/15/2020 16:00:00,7243998
5/21/2020 16:00:00,351.01,19026741,60,12113170,436.25,9117325,,,5/18/2020 16:00:00,350.01,5/18/2020 16:00:00,66.46,5/18/2020 16:00:00,452.58,5/18/2020 16:00:00,19410086,5/18/2020 16:00:00,7802370,5/18/2020 16:00:00,7780309
5/22/2020 16:00:00,361.05,25969125,68.7,25121022,429.32,5422334,,,5/19/2020 16:00:00,352.22,5/19/2020 16:00:00,63.09,5/19/2020 16:00:00,451.04,5/19/2020 16:00:00,17933049,5/19/2020 16:00:00,9726052,5/19/2020 16:00:00,4810487
5/26/2020 16:00:00,348.71,19269476,64.89,17196390,414.77,7881115,,,5/20/2020 16:00:00,352.22,5/20/2020 16:00:00,60.9,5/20/2020 16:00:00,451.04,5/20/2020 16:00:00,192698,5/20/2020 16:00:00,12679880,5/20/2020 16:00:00,23076
5/27/2020 16:00:00,341.01,29397306,60.32,8977551,419.89,10446339,,,5/21/2020 16:00:00,351.01,5/21/2020 16:00:00,60,5/21/2020 16:00:00,436.25,5/21/2020 16:00:00,19026741,5/21/2020 16:00:00,12113170,5/21/2020 16:00:00,9117325
5/28/2020 16:00:00,339.48,18403204,60.36,7405579,413.44,5660160,,,5/22/2020 16:00:00,361.05,5/22/2020 16:00:00,68.7,5/22/2020 16:00:00,429.32,5/22/2020 16:00:00,25969125,5/22/2020 16:00:00,25121022,5/22/2020 16:00:00,5422334
5/29/2020 16:00:00,355.02,18647994,66.87,15504652,419.73,5270484,,,5/26/2020 16:00:00,348.71,5/26/2020 16:00:00,64.89,5/26/2020 16:00:00,414.77,5/26/2020 16:00:00,19269476,5/26/2020 16:00:00,17196390,5/26/2020 16:00:00,7881115
6/1/2020 16:00:00,352.25,9762775,65.76,6250021,425.92,3748573,,,5/27/2020 16:00:00,341.01,5/27/2020 16:00:00,60.32,5/27/2020 16:00:00,419.89,5/27/2020 16:00:00,29397306,5/27/2020 16:00:00,8977551,5/27/2020 16:00:00,10446339
6/2/2020 16:00:00,353.01,9783014,67.3,10648061,427.31,3494801,,,5/28/2020 16:00:00,339.48,5/28/2020 16:00:00,60.36,5/28/2020 16:00:00,413.44,5/28/2020 16:00:00,18403204,5/28/2020 16:00:00,7405579,5/28/2020 16:00:00,5660160
6/3/2020 16:00:00,350.78,9135972,68.15,6613197,421.97,4316044,,,5/29/2020 16:00:00,355.02,5/29/2020 16:00:00,66.87,5/29/2020 16:00:00,419.73,5/29/2020 16:00:00,18647994,5/29/2020 16:00:00,15504652,5/29/2020 16:00:00,5270484
6/4/2020 16:00:00,350.66,10606960,66.27,6528406,414.33,5410529,,,6/1/2020 16:00:00,352.25,6/1/2020 16:00:00,65.76,6/1/2020 16:00:00,425.92,6/1/2020 16:00:00,9762775,6/1/2020 16:00:00,6250021,6/1/2020 16:00:00,3748573
6/5/2020 16:00:00,356.8,12043651,69.7,10034014,419.6,5099561,,,6/2/2020 16:00:00,353.01,6/2/2020 16:00:00,67.3,6/2/2020 16:00:00,427.31,6/2/2020 16:00:00,9783014,6/2/2020 16:00:00,10648061,6/2/2020 16:00:00,3494801
6/8/2020 16:00:00,352.2,9693431,68.31,6640242,419.49,5851453,,,6/3/2020 16:00:00,350.78,6/3/2020 16:00:00,68.15,6/3/2020 16:00:00,421.97,6/3/2020 16:00:00,9135972,6/3/2020 16:00:00,6613197,6/3/2020 16:00:00,4316044
6/9/2020 16:00:00,361.84,11712221,69.38,4868186,434.05,6796999,,,6/4/2020 16:00:00,350.66,6/4/2020 16:00:00,66.27,6/4/2020 16:00:00,414.33,6/4/2020 16:00:00,10606960,6/4/2020 16:00:00,6528406,6/4/2020 16:00:00,5410529
6/10/2020 16:00:00,374.67,15804537,72.8,8028700,434.48,4896893,,,6/5/2020 16:00:00,356.8,6/5/2020 16:00:00,69.7,6/5/2020 16:00:00,419.6,6/5/2020 16:00:00,12043651,6/5/2020 16:00:00,10034014,6/5/2020 16:00:00,5099561
6/11/2020 16:00:00,351.85,14591256,71.51,7476954,425.56,7462868,,,6/8/2020 16:00:00,352.2,6/8/2020 16:00:00,68.31,6/8/2020 16:00:00,419.49,6/8/2020 16:00:00,9693431,6/8/2020 16:00:00,6640242,6/8/2020 16:00:00,5851453
6/12/2020 16:00:00,357.3,14272704,73.11,8863837,418.07,6461127,,,6/9/2020 16:00:00,361.84,6/9/2020 16:00:00,69.38,6/9/2020 16:00:00,434.05,6/9/2020 16:00:00,11712221,6/9/2020 16:00:00,4868186,6/9/2020 16:00:00,6796999
6/15/2020 16:00:00,366.95,10000054,77.67,10591153,425.5,4471499,,,6/10/2020 16:00:00,374.67,6/10/2020 16:00:00,72.8,6/10/2020 16:00:00,434.48,6/10/2020 16:00:00,15804537,6/10/2020 16:00:00,8028700,6/10/2020 16:00:00,4896893
6/16/2020 16:00:00,362.74,13392875,78,10762001,436.13,5514016,,,6/11/2020 16:00:00,351.85,6/11/2020 16:00:00,71.51,6/11/2020 16:00:00,425.56,6/11/2020 16:00:00,14591256,6/11/2020 16:00:00,7476954,6/11/2020 16:00:00,7462868
6/17/2020 16:00:00,369.44,10207641,82.8,9287826,447.77,6529568,,,6/12/2020 16:00:00,357.3,6/12/2020 16:00:00,73.11,6/12/2020 16:00:00,418.07,6/12/2020 16:00:00,14272704,6/12/2020 16:00:00,8863837,6/12/2020 16:00:00,6461127
6/18/2020 16:00:00,368.72,6360238,82.42,10402735,449.87,4277627,,,6/15/2020 16:00:00,366.95,6/15/2020 16:00:00,77.67,6/15/2020 16:00:00,425.5,6/15/2020 16:00:00,10000054,6/15/2020 16:00:00,10591153,6/15/2020 16:00:00,4471499
6/19/2020 16:00:00,370.45,13104013,87.58,21769627,453.72,5933651,,,6/16/2020 16:00:00,362.74,6/16/2020 16:00:00,78,6/16/2020 16:00:00,436.13,6/16/2020 16:00:00,13392875,6/16/2020 16:00:00,10762001,6/16/2020 16:00:00,5514016
6/22/2020 16:00:00,381.07,9961662,81.79,14356494,468.04,6272105,,,6/17/2020 16:00:00,369.44,6/17/2020 16:00:00,82.8,6/17/2020 16:00:00,447.77,6/17/2020 16:00:00,10207641,6/17/2020 16:00:00,9287826,6/17/2020 16:00:00,6529568
6/23/2020 16:00:00,378,9377685,83.64,9155451,466.26,5948436,,,6/18/2020 16:00:00,368.72,6/18/2020 16:00:00,82.42,6/18/2020 16:00:00,449.87,6/18/2020 16:00:00,6360238,6/18/2020 16:00:00,10402735,6/18/2020 16:00:00,4277627
6/24/2020 16:00:00,369.42,11234272,84.5,8697766,457.85,4826191,,,6/19/2020 16:00:00,370.45,6/19/2020 16:00:00,87.58,6/19/2020 16:00:00,453.72,6/19/2020 16:00:00,13104013,6/19/2020 16:00:00,21769627,6/19/2020 16:00:00,5933651
6/25/2020 16:00:00,379.6,14774440,86,5765765,465.91,6789555,,,6/22/2020 16:00:00,381.07,6/22/2020 16:00:00,81.79,6/22/2020 16:00:00,468.04,6/22/2020 16:00:00,9961662,6/22/2020 16:00:00,14356494,6/22/2020 16:00:00,6272105
6/26/2020 16:00:00,366.2,14802144,85.16,8008601,443.4,6804726,,,6/23/2020 16:00:00,378,6/23/2020 16:00:00,83.64,6/23/2020 16:00:00,466.26,6/23/2020 16:00:00,9377685,6/23/2020 16:00:00,9155451,6/23/2020 16:00:00,5948436
6/29/2020 16:00:00,368,8556203,87.47,5249371,447.24,4843978,,,6/24/2020 16:00:00,369.42,6/24/2020 16:00:00,84.5,6/24/2020 16:00:00,457.85,6/24/2020 16:00:00,11234272,6/24/2020 16:00:00,8697766,6/24/2020 16:00:00,4826191
6/30/2020 16:00:00,379.91,9197300,85.84,7783139,455.04,4198545,,,6/25/2020 16:00:00,379.6,6/25/2020 16:00:00,86,6/25/2020 16:00:00,465.91,6/25/2020 16:00:00,14774440,6/25/2020 16:00:00,5765765,6/25/2020 16:00:00,6789555
7/1/2020 16:00:00,381.2,8166170,85.45,9659274,485.64,9705870,,,6/26/2020 16:00:00,366.2,6/26/2020 16:00:00,85.16,6/26/2020 16:00:00,443.4,6/26/2020 16:00:00,14802144,6/26/2020 16:00:00,8008601,6/26/2020 16:00:00,6804726
7/2/2020 16:00:00,384.49,9101352,93,16876194,476.89,6351485,,,6/29/2020 16:00:00,368,6/29/2020 16:00:00,87.47,6/29/2020 16:00:00,447.24,6/29/2020 16:00:00,8556203,6/29/2020 16:00:00,5249371,6/29/2020 16:00:00,4843978
7/6/2020 16:00:00,393.57,7897343,87,23647813,493.81,7838990,,,6/30/2020 16:00:00,379.91,6/30/2020 16:00:00,85.84,6/30/2020 16:00:00,455.04,6/30/2020 16:00:00,9197300,6/30/2020 16:00:00,7783139,6/30/2020 16:00:00,4198545
7/7/2020 16:00:00,394.87,8944993,91,16222792,493.16,5669870,,,7/1/2020 16:00:00,381.2,7/1/2020 16:00:00,85.45,7/1/2020 16:00:00,485.64,7/1/2020 16:00:00,8166170,7/1/2020 16:00:00,9659274,7/1/2020 16:00:00,9705870
7/8/2020 16:00:00,408.64,9137013,92.31,9972632,502.78,5691682,,,7/2/2020 16:00:00,384.49,7/2/2020 16:00:00,93,7/2/2020 16:00:00,476.89,7/2/2020 16:00:00,9101352,7/2/2020 16:00:00,16876194,7/2/2020 16:00:00,6351485
7/9/2020 16:00:00,420.36,12363680,90.25,8779838,507.76,5840541,,,7/6/2020 16:00:00,393.57,7/6/2020 16:00:00,87,7/6/2020 16:00:00,493.81,7/6/2020 16:00:00,7897343,7/6/2020 16:00:00,23647813,7/6/2020 16:00:00,7838990
7/10/2020 16:00:00,419.17,12441869,87.3,6799878,548.73,21605587,,,7/7/2020 16:00:00,394.87,7/7/2020 16:00:00,91,7/7/2020 16:00:00,493.16,7/7/2020 16:00:00,8944993,7/7/2020 16:00:00,16222792,7/7/2020 16:00:00,5669870
7/13/2020 16:00:00,402.09,11426874,88.28,12739733,525.5,18399020,,,7/8/2020 16:00:00,408.64,7/8/2020 16:00:00,92.31,7/8/2020 16:00:00,502.78,7/8/2020 16:00:00,9137013,7/8/2020 16:00:00,9972632,7/8/2020 16:00:00,5691682
